Fabric_Type,Weight_gsm,Breathability,Insulation,Tensile_Strength,Moisture_Absorption,Recyclability,Biodegradability,Cost_Rs_per_meter,Terrain,Performance_Score
Blended Fabric C,223.8966326987904,4.107380968513478,2.554810806215889,6.597827110844866,8.937779996265467,9.631758180541631,2.7311172683852356,1090.1905223913113,Humid Coast,34.81
Kevlar,189.88089266386322,1.1718927941835324,7.208121225815795,9.5094537450355,6.689081097240862,4.917634517688707,5.726385047004656,339.4617711068804,Cold Desert,72.13
Rayon,318.85434560315167,2.3096557034868246,8.901805442496933,3.4227076552597473,9.840304548429534,4.446127126335212,2.6009565286104968,559.9941614511959,Hot Desert,30.43
Kevlar,345.58066982798186,4.740650038262396,3.32470386214833,8.803104462195403,7.023414625757514,5.032769385547689,5.391101757513717,346.1718785077748,Hot Desert,61.68
Blended Fabric B,194.79760337372437,9.960806590069144,5.32165163735699,5.372970455706518,6.092666086696047,9.250804028068721,8.207362898737752,704.13860120687,Jungle,56.99
Polyester,267.59535960984374,5.43130343831124,2.7308419550591547,5.1754263710940185,3.2123672832031716,9.233579348664891,4.018661321467123,1430.7828210733899,Humid Coast,56.27
Nylon,283.86748443350893,9.088009313973975,5.108579698073797,2.3449263266646483,9.369420346666772,5.128346041007844,2.634682796909397,488.4738234406872,Cold Desert,28.21
Wool,210.0263139084057,9.33926844896543,7.3937963351117055,4.7703126231362685,5.655449527788795,1.7579171005938852,9.861183067385017,1016.2905918076325,Jungle,57.76
Cotton,308.76750018473234,4.868602027688398,3.757981028952187,9.659916191043502,9.680394025214689,3.6049273122701972,5.316625870700123,1460.6240300570325,Jungle,43.75
Polyester,112.14641589790989,5.582421690063423,1.2220295908643843,4.662085882515651,2.986291673068016,5.799775262128668,9.963942841906297,1210.777352433784,Cold Desert,37.07
Nylon,283.2847959549059,1.374038634450327,2.861179084397297,9.325581008023494,4.2950180613587605,1.9327305383271602,7.3216482927958175,484.2136997046692,Jungle,56.41
Rayon,399.3527857786433,8.723250325239889,4.67144036531057,9.822350870348492,6.851019010772923,7.678202066917843,1.2836173877399042,226.3276260546828,Hot Desert,80.77
Blended Fabric B,367.68767444783487,6.613693534788361,2.206224048870926,2.041840416216922,8.597673062416735,2.253721048371229,5.682087644536229,103.81431394533828,Jungle,27.17
Cotton,370.48359796805715,1.7867512708397548,9.428439981792032,8.429813573683742,8.121796428814001,2.808202057169702,8.246072878791985,1282.6924652933033,Cold Desert,74.76
Kevlar,384.7232250759436,1.4487413175924782,2.349183279224257,5.838230242463629,6.182132240100787,6.80635074970813,1.152722163839198,1442.5318232020888,Humid Coast,38.03
Blended Fabric C,125.77982487148876,1.126130657734513,6.101725899646852,9.39040195528875,6.993524494724178,8.403917216323846,1.1195308311272207,835.9221827956028,Cold Desert,66.95
Wool,239.66974215065378,1.6499186680166915,7.159918249623767,5.52898373372771,7.886339648751376,5.367615706555438,2.3444347260378886,989.9725834128419,Humid Coast,35.5
Kevlar,359.1662602735408,6.518046151623174,2.4148349520125882,9.661042517330861,5.665289170017886,1.6560860668448951,6.641496139735605,417.13841516857485,Humid Coast,61.77
Acrylic,341.703063541181,9.810526202691957,5.516825779220533,5.094611917549634,7.781280449018325,2.192235907077339,5.922239624138117,842.0590201897338,Hot Desert,75.99
Wool,213.75490736221235,8.679563187104819,8.705382597951942,1.8931389842771291,1.8164879447304778,3.3642592930174176,8.872894562985941,236.90874835657345,Hot Desert,51.59
Rayon,112.37299827619303,6.608240683730428,4.204605692072303,8.100225666692804,3.1032140394282726,6.752816464509639,3.1211428111829647,1084.807410512623,Jungle,69.31
Polyester,120.57657572056321,8.79936119735953,6.3421772897286814,2.1439944178032158,4.847876698237409,2.447742641365881,7.303130999799126,1150.358794906027,Hot Desert,60.45
Cotton,105.25755361229194,2.725041869472469,5.270899151427006,4.253384348396309,4.228543175914889,5.763407033292312,6.259563294305117,1205.4492769004771,Jungle,46.57
Polyester,236.89999661114507,8.621065016827709,8.48747387519247,4.631679931961901,3.9996987388347254,5.427352216352164,6.154952587633981,395.5889554105956,Humid Coast,63.63
Spandex,235.67448503437532,4.0064099357796366,1.9613889366759154,3.1496064436324622,9.543530545803854,3.7458971813757396,2.519733604303318,717.9755478997401,Humid Coast,21.25
Cotton,91.25096008678213,3.9083069555147554,5.896977615455217,5.965411348179702,4.209030290591999,5.025724806273406,9.689661264112898,597.1552919839519,Cold Desert,59.28
Blended Fabric A,239.20525659981874,3.4835394534146884,7.579093142255348,1.6896016179298243,6.9762972980018585,3.138040131109929,5.403513349464428,464.83038694532786,Humid Coast,31.71
Cotton,382.49825288052375,9.25369101522832,6.25083593629682,5.1634927293128055,8.364704584954437,7.149937263649569,2.6520770279523957,1240.3328597388504,Humid Coast,46.79
Spandex,140.47541119077604,3.536176153568432,3.407743272235081,5.672862771431141,3.1093308161008797,2.1120983866141856,2.1132176555238464,895.7504858516901,Humid Coast,55.06
Blended Fabric A,182.89056282826905,1.3118563883261536,2.1450239824330968,9.232251043033514,5.441892936305077,5.0821552865365724,1.3424426047908182,1106.5236823595037,Hot Desert,46.18
Nylon,144.66589954768665,1.9906638416295146,4.450490772687987,8.534457677755231,8.78765103280922,6.425617423560728,7.547827845071284,216.97589173416202,Humid Coast,38.88
Blended Fabric C,200.3107910173245,7.8067908728226465,5.856956100128372,1.697352638999344,1.16226108063021,1.9209896158065685,4.694488423276415,1403.1297297210765,Humid Coast,61.91
Blended Fabric C,336.58428796016483,5.197371350540937,4.254994748755385,1.9756033544496046,8.883397199675844,8.048440261251125,2.513062878379526,792.7778176205777,Hot Desert,50.31
Blended Fabric B,280.02929685968917,9.51568204592135,6.217942975862317,5.861955401007568,1.4529063964119755,1.5661672841622154,2.6861211219411,97.082618953035,Cold Desert,54.66
Blended Fabric B,311.4656972780682,2.2245061098847865,8.524710107157528,2.3930743136150077,3.7105802829762293,3.240792092452285,4.35076388715743,419.2624605404447,Hot Desert,22.57
Spandex,210.37052203349933,9.879125417013938,1.503337151154031,2.2796323874861644,1.4754330451774225,6.632570754841382,1.4905834967234761,1262.837619195379,Hot Desert,72.42
Acrylic,248.6424398660908,6.054350569409748,2.5373233567558966,2.7792127280303878,3.8693559058570424,6.341467742396663,2.891059983461931,218.68100434322878,Jungle,47.51
Cotton,85.0226897908095,4.24089667703902,1.8083991648304427,3.3114703395266667,1.8326495906478502,1.9084746300075897,2.7911016497366945,1499.7814045052803,Humid Coast,52.89
Blended Fabric C,284.3752435585297,2.271193282239016,9.285653230396981,1.842696040002663,9.59556868413613,6.498337487351302,1.0114126922394122,1346.310436979369,Humid Coast,20.97
Acrylic,164.05431530575504,7.905512597640671,9.33998998498183,5.353217408321145,3.839981269987998,8.10050611541434,7.136069480096092,1338.691101437895,Cold Desert,64.58
Spandex,157.92906844785162,9.384933247831171,1.9435217248539218,3.411484750961631,5.68175146951497,6.091678234638112,1.1377952796421489,1181.830452440363,Humid Coast,48.22
Spandex,140.92217161505113,4.300497177344191,1.952245223708628,6.6538593738373955,2.092347320937577,9.87340751762426,8.026138672190761,615.8458968967929,Humid Coast,62.15
Acrylic,371.6293811892508,5.986893523562435,2.5704863775815965,4.408330200230434,8.588303785267708,6.797917143906561,6.856519459004203,1306.8911542483092,Humid Coast,33.42
Rayon,374.3336229694196,1.853642739278405,5.897134017667908,7.664585690964867,7.812341606143124,6.460445817730035,2.5010860166530673,1206.2598032154133,Jungle,41.35
Blended Fabric A,228.4191438958004,2.565796595696232,4.037293411416747,1.1627298298511688,4.6029688156968245,5.948892290405894,6.576243335443781,1012.0610004366296,Humid Coast,34.25
Cotton,362.503412057118,5.256915343283374,5.6771652803533925,2.7151844186547445,5.158354085556001,9.127250861435305,1.4576808127223901,1302.157364347549,Humid Coast,43.7
Spandex,367.84408483081916,9.467919157073363,7.037783983017153,6.979814079334101,5.07478903937866,8.519862020893367,9.654514825899549,1173.8686104917228,Hot Desert,72.3
Cotton,349.97776949279285,2.7544849207314384,8.441810624560258,6.063898806124682,7.859687600746739,7.422466296371244,2.867603458463911,874.7784678291157,Cold Desert,64.67
Cotton,218.2771957766174,9.69931693200985,5.069935900915462,2.285070730010962,4.504912120699059,9.565321657514835,3.877487644058688,1308.742331807241,Cold Desert,36.44
Nylon,192.05968778622753,1.749318922455689,7.521021182429364,3.8036106911258742,8.04631252831815,4.983893634343898,5.367400681083594,1177.9686397853784,Hot Desert,29.36
Spandex,221.80075050333267,4.3857142189266,4.30606463749552,5.7335191921131345,8.279195000510356,4.255914807303093,5.718292484839631,1022.5546218917711,Jungle,37.16
Blended Fabric A,189.4996498427704,2.750171672640824,6.057532989939154,3.831077358346287,1.7593380679465453,7.165054779968608,7.369778868448583,571.9890072296339,Jungle,56.01
Blended Fabric A,216.4152695690963,4.981019122451939,7.018037964081037,3.8387475213281514,7.143393518031749,8.843396875816495,3.1373743812597983,1469.4333563738546,Hot Desert,45.69
Acrylic,165.52277924705976,4.793600642592615,1.8495772831347326,2.131353158609041,4.729906422714983,7.862000697451901,9.102810156170419,1013.9860865385928,Humid Coast,38.91
Wool,288.31095846993423,8.420653628199364,4.759377102756783,1.6577658192353522,3.462997464293119,9.820049168771352,6.366327177094319,1079.1187729614794,Humid Coast,52.72
Rayon,245.82583429840668,1.3377579177862282,6.123071908823031,9.286937646724677,9.715772174503671,5.8649740785003175,5.123843247269944,1420.2747866603163,Humid Coast,37.8
Rayon,100.76776945229102,5.191530199007478,3.162205166178735,5.228238893038134,5.0991901480572555,6.239303225332678,4.210934413143261,288.1921517110957,Humid Coast,48.83
Cotton,345.66492299064384,6.976110052608421,4.0453107933269425,9.419707204829715,9.209868141242639,2.8841355944568887,1.3547582660832669,1124.8976271086053,Humid Coast,49.42
Kevlar,389.7166611044337,9.008527546794797,6.404812913857733,5.770471052911427,1.2505694613632765,3.2199080216030005,5.136532765596338,961.3306551211733,Humid Coast,76.73
Rayon,169.52541788385307,6.084573468872259,1.7932801905171292,4.722989712248863,7.751447496591409,7.240607680861396,9.915784634549611,452.9421326822462,Hot Desert,64.03
Blended Fabric C,185.44973240767894,4.965428026532573,8.712551168824493,7.1578816766963795,8.941970722128236,2.831599974986978,8.860250060572941,136.65529755865742,Humid Coast,44.35
Spandex,185.30360942743295,3.8312887007265983,5.608797190287976,9.466211689509086,1.4300322821326483,4.170078775636708,8.709147898150022,624.2789922814268,Cold Desert,70.84
Rayon,215.93413802605176,4.469972513425024,9.238745813200332,7.857409381687874,5.546040001696057,9.89533510049414,5.18749778148331,134.44485468939908,Hot Desert,45.13
Spandex,219.54255367018004,2.412123617315081,9.528086136916388,7.901640080359958,3.4145848038499538,6.317240801661242,7.4930424139861485,1414.8544469148571,Jungle,64.4
Blended Fabric A,244.8615123642284,7.971873578137158,6.059302784448265,5.974335010409861,2.032677625043727,2.1352389221453687,5.765802535202117,439.8492402195596,Jungle,71.8
Spandex,311.30854524806796,1.2923793702114845,6.3574915699364904,5.852744147145829,9.71933221520024,5.357918254128775,1.5724129274001761,849.9475533193694,Hot Desert,35.17
Polyester,398.99177097006077,4.8730885632016525,3.8826886824706826,9.15987967256799,2.721179161685092,6.538860235296339,4.65142981762853,109.56942918555515,Hot Desert,57.64
Cotton,164.87312720085586,7.1748203854913815,9.539114479227264,3.4124246864077397,8.303193452365136,1.4982383524456857,5.843089090358318,152.29759237934715,Humid Coast,40.91
Cotton,325.23240977836485,6.921549200841331,8.415067434621978,6.827678160131469,9.72049957456862,7.425621530782943,9.32192748624022,799.8412434154252,Jungle,43.86
Spandex,249.01687085536548,2.1418554525678397,6.332441312587646,5.342437544748966,6.603178580495035,1.0904228294934843,2.753564424898277,762.4291262725898,Hot Desert,35.33
Wool,202.75489291365068,4.819348234482712,7.4322648010596,6.434134815575062,3.690335350884999,4.69734756010685,2.959298189715092,1450.7311157388024,Cold Desert,65.58
Wool,198.98777106125422,1.2325507499801007,2.9960154274019177,8.024240245421394,2.810577090599915,1.7205706227606905,5.27007861860071,64.45539036505181,Jungle,58.29
Nylon,338.440278260152,7.943260103736457,9.236249383644065,8.690638923196746,7.1485800691583625,1.4709957157059654,8.045637561879918,1275.9906757188126,Humid Coast,62.6
Blended Fabric C,242.71329129856835,3.0961165478453347,8.607969781198541,7.544465287661247,9.826850569499664,2.4012333798033962,3.0309812474684956,357.1073173281789,Hot Desert,43.18
Rayon,101.33114554345795,9.987047259270657,1.2233549030063422,8.51719654142979,4.288301573955875,8.574539137820338,5.991584420900304,1357.365282755222,Jungle,69.6
Acrylic,82.91141800984832,1.6787095839350945,3.2532285661376994,7.023838747271515,8.994449768603555,5.1394775616456645,6.462758046468389,323.3247865535636,Cold Desert,45.71
Blended Fabric A,389.5449956331103,3.417390396231377,5.453433564404917,1.7750449945573643,6.032229908166715,5.5250509766201255,2.2999283573956983,690.9960090212088,Cold Desert,46.46
Cotton,246.98588009766058,6.270889018859193,1.0764602074648857,7.849053846545998,7.417128626755668,4.2965774758587,1.4764234201193642,1144.6521826883231,Cold Desert,32.63
Blended Fabric B,156.84851072704453,3.911721523633341,2.6543160053363346,6.1924251101035575,2.3935725518270945,4.205745491152415,7.273117125408366,862.1681753635552,Cold Desert,50.39
Rayon,214.4798725784134,6.058997943609065,1.0527825509844517,1.7065888160824887,8.931322609867106,1.7009109018216169,7.361232365894546,1384.0553379581263,Jungle,22.57
Spandex,262.0548498703092,8.935380726747262,9.477150285343782,7.656069233001412,1.7795778476922464,7.022387399813657,4.6927334968539585,732.5164492620393,Cold Desert,71.79
Kevlar,141.1398845908346,8.11462246780283,5.085629497430738,3.7149601746803396,4.456171665684623,8.689595619931122,7.740991156644612,444.85732591257005,Hot Desert,62.29
Blended Fabric C,266.10842811192174,5.801321878703046,6.367542397232154,4.2942543917186375,8.263963182875614,5.709576243702248,2.0507311249191598,237.1444310021413,Hot Desert,53.12
Wool,379.7024697826685,3.7751690950857886,8.825870519732964,7.876860279209914,3.2303119861621616,1.327066734846182,1.9166253862814446,1106.3162040787884,Jungle,67.09
Blended Fabric A,198.806694561726,5.515292494057824,7.529213516051465,2.0190810093321283,4.6572976474971535,5.365656182284258,5.867443575743857,1236.622930023064,Jungle,45.99
Blended Fabric B,338.50606458451915,7.235905849269869,6.002837327790634,7.295750833623147,4.708159650564907,2.245578273713121,6.991887162388306,810.7748446941523,Hot Desert,63.47
Spandex,188.1596099291168,9.161799196058523,6.286328817180192,1.7686223586178644,5.048235916339858,7.807204492692708,8.147211055590452,767.1657265074502,Humid Coast,49.72
Spandex,165.65389990217523,4.695388275144399,9.08737219512073,9.06631044824421,7.171414919422128,8.73082492409998,1.798959402606094,1304.2427155012756,Jungle,56.99
Blended Fabric A,137.06608397702922,3.154328527078417,4.761716572124984,3.260728041440205,3.8851082741484912,2.2148063746447786,3.6655908900309866,879.8115310859017,Cold Desert,51.49
Nylon,190.95000359549158,7.718069159714026,9.04158974253986,7.811103006121574,3.988006319059113,7.699979510537983,2.3678216422664606,238.96108273237184,Cold Desert,68.38
Spandex,338.4647580940982,3.217134225180717,1.5692806800881163,2.185385816857196,8.72870471676622,6.704049562725588,3.2788104703297902,855.1789467258629,Jungle,19.64
Acrylic,289.7395131010116,3.0986879897945467,8.779626884749579,3.7843170587201156,7.247184885786132,1.145121817349934,4.353914169047325,559.9792360402721,Humid Coast,37.34
Nylon,103.27560376870288,8.111182363534976,2.960027215908117,7.093340333938092,8.228909109196838,6.056892606173618,7.667948860497869,1009.697452711758,Jungle,47.55
Blended Fabric B,202.39502738643017,3.7407087023624497,1.2237356432421476,1.0352269516185157,3.0448691004880404,4.657656581208959,8.661350506258543,1207.802152249117,Jungle,39.63
Kevlar,158.25294175497578,3.0458986396302468,4.053136064759803,5.483788476055168,4.948009948284179,2.964458789033444,2.1740626894925623,68.23782810498331,Hot Desert,43.04
Nylon,305.71403846211786,3.1927471241102463,5.217416291093588,6.3217103403092025,8.981568125484465,8.999695885540774,7.711603603132231,100.97763847032707,Jungle,34.64
Blended Fabric B,331.7067106660821,1.1555924028702689,5.947161522909204,8.719877312074265,5.266918682580402,1.036955826077036,1.0991202250204672,654.1222542499384,Jungle,53.35
Wool,292.62421026984305,7.379193384155386,2.6009181591456576,8.996799596720365,4.977170604810333,2.2856131683273135,7.878264382624559,1195.4630250243206,Humid Coast,64.44
Blended Fabric A,353.108977024817,7.636356748276042,8.939851635042915,4.904992436369315,7.7283741528949825,9.997764070861399,7.524380777676573,215.56648134384164,Jungle,48.01
Blended Fabric A,267.9512931977689,2.567896075642519,9.666024707602338,2.5802179987115466,2.598021277419005,9.236504241770994,5.18684889809504,141.6230049480485,Cold Desert,73.49
Nylon,272.58443156257533,1.5805068281790562,9.752702460702958,5.896269687651181,6.038161499617878,5.681038730521551,6.49658601680158,433.2346415219447,Jungle,46.45
Kevlar,358.407976166453,6.724950711792567,2.4825780647295557,4.868481317617023,3.585319253893609,7.631151118391773,5.080746075618412,1484.4559204042582,Hot Desert,61.98
Rayon,193.60488516359894,5.337101503989796,5.5282019927348784,3.8434224014707308,7.563162241878112,8.872723661400773,9.448473717800766,1217.385396359313,Jungle,37.48
Cotton,256.1744961983986,8.43299403784133,3.73153518233157,4.58630885898293,3.8522171243668986,5.206486019031329,3.5702165461477273,1444.3365912689478,Jungle,58.95
Blended Fabric C,127.37912303642548,1.8881670498392855,6.218248106501165,6.650774434018913,4.287051336311937,5.81872001960321,8.095595778504213,1236.251044066535,Cold Desert,65.82
Blended Fabric B,343.76575549531987,6.083572930456839,2.616912692531614,1.8978720193255816,1.4906070091977328,6.998732486068453,8.267826298581937,787.5917284919145,Cold Desert,39.12
Wool,251.35058386922822,9.421743353720954,6.378518718392144,8.284847396165333,8.201373835525755,9.389161898025876,7.93205889084886,1134.1657453189798,Hot Desert,79.12
Polyester,99.17604970274607,5.658395185484269,2.119907871520797,9.659762886501921,3.6093228636972574,8.676497830458638,4.488621626822134,518.6316622931972,Hot Desert,66.98
Kevlar,130.08934829303718,4.299739300868108,6.572092600420266,2.4345539629426196,9.712199548411649,9.232743958548943,2.5025516113102224,225.67541882842886,Hot Desert,42.94
Blended Fabric A,185.91742323308895,8.537058053512606,3.7887908446763623,5.567581850223983,4.611273248833552,8.695705473727193,4.8872667803124585,609.8438238143522,Humid Coast,59.12
Nylon,86.20839859782893,3.943060916464919,6.65162861808617,3.476711905961281,9.186280255483997,6.705005156491977,1.6471604558480104,1368.0581038117693,Humid Coast,28.22
Blended Fabric B,154.85530264940314,2.805688811319161,7.43623099130058,3.834568557268835,3.75758918525762,2.370612223608897,3.3757796773884694,669.8859585093419,Humid Coast,49.52
Kevlar,187.6185902123999,3.9574390553185843,3.5642192729719224,5.304553007599387,2.6257302814718377,5.37067660628913,7.3375800057522085,93.19623084730216,Cold Desert,51.7
Blended Fabric A,104.03933124944295,5.820940555553009,8.69009574866863,1.0439601941822674,9.42995174126213,1.9565066041348222,8.577851752524037,750.1394092252729,Humid Coast,25.74
Blended Fabric A,368.24325198423435,9.370048400119654,4.452106519065628,5.425641487170905,9.066126242315198,8.260370269705554,1.0329068021018435,514.0863680661946,Hot Desert,77.86
Blended Fabric A,153.50921077863416,2.796144543063449,1.340060559361117,6.790327525627845,3.362592614348491,1.4711246058818177,3.078813794752573,1212.7752316123835,Humid Coast,53.85
Blended Fabric A,234.58119846185684,4.744636033678176,9.800683241516035,2.805081936292629,2.9382335456914763,3.6268045933275976,2.554815864529786,600.0801173960706,Humid Coast,55.95
Spandex,111.63946965204843,8.309616285634764,8.794208716125622,2.549518196973842,8.654604867793601,8.90062579914908,5.944857510596644,1001.4596025228961,Jungle,38.44
Blended Fabric A,303.38257484908854,6.743259122646424,3.885069019248321,1.8416811123811856,4.844012017774007,2.158789936312499,9.528612926686003,738.997755732811,Hot Desert,54.47
Kevlar,202.4733412216868,7.814702077137725,3.750836471525651,6.336844308706889,5.839151695795905,1.0424118297001703,1.651504584378793,471.03390810472973,Jungle,55.03
Blended Fabric C,391.47730116873197,8.115107974220397,3.1865082551833956,9.175287343717734,1.8379644085755107,5.2132774768366215,8.987877169537724,979.8352784224612,Humid Coast,79.59
Kevlar,173.700117355894,4.37589464786515,5.5804760290835755,3.8713953688552665,9.720710758740697,9.397698877595307,8.836043213928885,661.6532615078474,Humid Coast,27.06
Cotton,352.137436057257,4.7289431261818695,2.0114744439003465,1.6806732745109452,6.1935764070313235,6.783651416898385,8.648583441373216,474.14677949449504,Cold Desert,29.56
Blended Fabric A,193.14403956232803,2.1922205861606927,7.050543872618369,5.578227466564384,7.490104805032897,4.174220081527612,3.9313199041993205,735.2349869135907,Cold Desert,59.99
Rayon,92.8900181548737,8.243495355668248,4.320888513919808,8.6915712320963,8.219827079522709,4.138851226564795,7.244888817894544,281.46749732148817,Jungle,54.0
Polyester,209.437140624611,5.100630538196802,7.351831459332864,8.387562130343658,3.1270846899538864,6.952151258892959,4.527982395002336,584.6192398057439,Humid Coast,70.21
Blended Fabric A,203.89864772989898,4.114976501479669,8.522995673136183,1.9114851144790572,7.083033605471896,3.2385285441156215,1.1394841764357126,291.8081898654034,Hot Desert,34.43
Polyester,306.92070127549994,1.1895200520068805,1.3278289897154814,9.122879033586578,1.6597523630234785,9.047639427549141,3.053493223758152,1123.0258102294085,Hot Desert,43.2
Nylon,333.65199256051744,6.434227709593781,5.440074292471424,1.3606217771344,9.858897809326372,4.4513301031753825,2.3700539252518014,1016.7278403248623,Hot Desert,53.87
Wool,267.4490466979353,6.280911170601321,5.011568388125823,8.525067539905383,3.384703553998987,5.037693324559608,5.839229157318743,1012.2558451125844,Jungle,69.61
Kevlar,206.33833052104194,6.814422496869364,2.355498577616672,9.393832904882307,4.447529257789032,7.565692797787946,1.1830697369395988,347.52135721197016,Cold Desert,45.69
Blended Fabric C,361.0407896743509,5.745296349556094,9.368834340644911,5.354172069245167,5.414041870623549,2.0777210965047868,8.223906197369978,408.0998480772406,Cold Desert,65.87
Blended Fabric B,371.46375050572675,9.489791006867348,5.68207440192781,7.093844063052799,8.00664292055497,2.1791315678541903,6.408614754977475,99.73195688980192,Hot Desert,78.28
Polyester,129.54965811847276,2.6463063336587624,4.285428100233414,4.891934500448527,6.608551820789685,1.6698557659466409,5.533225851137002,314.80643886699664,Jungle,37.82
Cotton,258.1469620969132,7.644659594304769,4.020483198168112,7.885959324698178,4.8949037353737435,5.357660484903371,6.832919145349643,76.61965679887474,Jungle,63.39
Blended Fabric C,277.9472477030769,3.7886240507795192,1.7721485640954053,1.8184190492173702,9.309013722867057,7.203513891032534,2.1439235239366634,567.2485954979143,Humid Coast,17.57
Kevlar,347.38294562900757,1.3929483584170768,3.12969818323008,9.00774091265842,1.0824899516543485,2.8125919251449867,9.631217583756694,939.4326774571481,Jungle,68.61
Rayon,89.02122894311108,3.2027057167323454,8.933372376300195,4.743222888677585,7.483000322493937,9.26456531841962,4.672364154425349,327.35218800422575,Jungle,39.64
Kevlar,370.5867798591534,8.239369727239305,1.5924685902683842,7.233155200698237,6.147077702130584,9.16716858711783,2.102332751652675,824.352364146752,Jungle,55.18
Nylon,211.20761175735777,5.337954259595803,1.6341460990026246,3.5032927640401974,3.920559842520526,9.506102038703983,3.5440062448704315,718.2596661409954,Hot Desert,54.35
Rayon,324.4682228241977,1.045709316781545,9.259827783716446,2.7770393538201854,9.857069954436135,7.626285531644159,7.968260329306039,1001.4943215417295,Cold Desert,60.79
Wool,94.84892352484022,6.615635584888128,6.634882917883421,9.020807176616286,5.550907216871975,1.694299366774549,3.755763284338731,1000.6626475657604,Jungle,64.72
Kevlar,364.8706145774579,3.433137314460259,8.404842187290988,5.664915307358411,5.156258334058168,3.8299069523026485,6.228717279684332,1108.3392206702167,Hot Desert,36.84
Polyester,281.3501417626535,7.293816290397734,7.400096353137573,1.4676948831806222,8.737730251165601,5.124279832885431,3.3617447352659298,400.5585358455383,Cold Desert,40.47
Blended Fabric C,363.78609263006695,4.405128235143822,7.74753172105189,1.8713685788849674,5.284510319359556,9.925175263534621,7.933940225131033,355.2663082388889,Hot Desert,35.56
Cotton,394.0632305373214,2.2127253861781666,3.8332455302851147,5.369478762543972,5.301995905488803,5.242298359670591,2.5820543424734366,260.1521643087758,Hot Desert,39.44
Blended Fabric B,372.64836921665795,2.017476710510591,7.816825930359923,7.8179355382003415,8.287933635075362,8.9795394009042,3.3673255978503724,375.6112304398997,Humid Coast,42.15
Spandex,164.82853400065156,7.608789900847968,6.723456190672903,8.874889192473862,1.744644731383644,9.235750000222673,3.640137640030806,761.5068015941268,Humid Coast,81.59
Rayon,323.2997283534156,4.782999784886583,9.491978310844685,9.122804943747179,8.84945036772556,1.641324993834051,8.688322553985454,1183.3713958926553,Humid Coast,51.03
Blended Fabric C,114.372584139591,1.9104743036578706,1.101993338840388,5.937708746751252,9.76054862292439,4.948162326098142,5.866817516986208,1453.5562053164356,Jungle,23.69
Spandex,354.71048083144416,5.9175142049056255,6.125288631967097,4.0885647148655515,6.054259248702173,1.6582825853045553,7.88179215352701,462.79725423919393,Humid Coast,46.01
Blended Fabric A,276.21451543779744,8.819209862360383,6.957114188247357,4.906439816303626,8.374850683033285,9.15023923815819,2.077839697889775,821.3028174515476,Humid Coast,45.82
Kevlar,95.05958332062318,7.016920256025868,8.76493699713303,2.4661238902965463,8.311722918615104,8.680561601832474,9.229063983998351,434.663379174776,Hot Desert,50.8
Blended Fabric C,182.6120815156583,5.971042121099526,1.4545672374905392,1.3949297953186925,7.483358914589826,5.000319801800119,3.306631378322958,326.0995692361198,Hot Desert,57.22
Acrylic,80.12849408810877,8.253020522771688,1.7132464551693594,2.723406534173075,4.4761275576918065,5.363728657444932,4.194956042325476,515.0326392272261,Jungle,48.48
Polyester,127.18483215196838,1.2676263516514235,1.6455856403341755,6.9388288014613515,4.884258962057583,7.872427603792122,9.933379467234943,1005.6002875935519,Cold Desert,48.16
Blended Fabric B,113.46011672138928,8.92903676333237,5.747463501024354,8.42353443456166,8.709511026024334,9.349070873495673,9.548462849377291,854.497404929794,Jungle,54.04
Kevlar,387.79675979135953,5.926657654011027,1.5782745065914994,6.784988950538785,6.289162753555097,9.062135856052354,6.878684702420312,556.1260154692495,Hot Desert,66.34
Polyester,336.51823551425076,6.673758565432189,3.6363268306281062,4.36186266682866,7.02972931686991,1.6478273661698954,3.310125324852371,1085.156353425067,Hot Desert,61.85
Wool,208.76594074061762,2.3631186016037304,4.976641310299593,7.936227736842105,3.3761156146470372,1.0485868796530968,7.016544110358845,1460.3085764272012,Jungle,60.01
Polyester,221.67549686606665,9.540245963698435,3.2139976627611566,5.788781415442102,5.341205877244777,7.325797996450913,1.6120920875717846,330.9942385338645,Hot Desert,78.19
Blended Fabric B,155.6277088860004,1.8807130244480503,6.185433968433696,5.9831005018549,2.695465084013857,1.5062202488365524,1.7263760877458738,1489.517930443464,Jungle,57.11
Rayon,375.0359923088552,2.75549250012727,9.645116826910916,2.2838891632584586,5.5817364570982395,8.467261159753576,4.148230190604215,666.0013731065058,Humid Coast,39.68
Nylon,225.5842485894399,5.237064973114365,7.359782695740406,9.465759992675025,3.9638914973425385,1.379804217231686,5.466656129505758,839.4689316162944,Hot Desert,54.36
Blended Fabric A,323.34867400834133,9.864361975973425,9.51197245307615,2.7739543494128696,8.878269159106846,7.340442727705162,5.084619074262204,833.8859417708571,Cold Desert,46.11
Polyester,233.6431806842794,4.358866321946142,5.439227437233872,6.212168236315442,2.7016988840051397,9.108169572402916,7.067682539466524,968.2399301393589,Humid Coast,61.99
Blended Fabric B,175.4680779479996,3.3672325216850565,2.47247578759341,4.264904198237283,3.2588848568446367,7.150910383485254,7.154890670469757,777.6683517056757,Hot Desert,43.68
Polyester,349.22871008193545,6.217898116908458,6.570416464870903,3.5459731880772867,9.053822806349679,1.2178543998027684,4.137422224985611,1096.6106112472912,Humid Coast,33.43
